Sampling times,Time(us),A-phase current,B-phase current,C-phase current,Neutral current,A-phase voltege,B-phase voltege,C-phase voltege
822,200324,1099.162,1261.887,1036.955,1128.725,1904,2906,1983
823,200568,1089.604,1262.995,1045.747,1128.725,1893,2916,2038
824,200812,1083.42,1260.225,1053.99,1128.725,1880,2920,2094
825,201056,1080.609,1252.47,1063.881,1128.725,1866,2915,2152
826,201300,1077.797,1241.945,1077.07,1128.725,1855,2907,2210
827,201544,1073.3,1233.082,1091.358,1128.725,1846,2895,2270
828,201788,1066.553,1227.542,1102.348,1128.176,1837,2884,2326
829,202032,1060.93,1225.326,1110.042,1128.176,1826,2870,2379
830,202276,1056.433,1223.111,1117.185,1128.725,1823,2851,2426
831,202520,1052.497,1219.787,1123.23,1128.176,1818,2825,2470
832,202764,1047.999,1213.14,1134.77,1128.176,1814,2795,2514
833,203008,1038.441,1208.154,1149.058,1128.176,1814,2762,2550
834,203252,1024.948,1205.384,1163.345,1127.626,1816,2724,2581
835,203496,1014.827,1204.276,1175.985,1128.176,1820,2677,2609
836,203740,1005.832,1201.507,1187.525,1127.626,1824,2628,2634
837,203984,1003.021,1195.967,1197.416,1128.176,1832,2576,2659
838,204228,1001.896,1185.996,1204.01,1127.077,1840,2518,2678
839,204472,1008.643,1173.256,1211.704,1127.626,1851,2454,2695
840,204716,1019.325,1158.299,1216.649,1127.626,1862,2388,2712
841,204960,1028.321,1146.112,1220.496,1127.626,1874,2319,2727
842,205204,1033.943,1137.249,1224.892,1128.176,1889,2256,2739
843,205448,1038.441,1128.386,1227.09,1127.626,1899,2196,2748
844,205692,1043.501,1118.415,1232.586,1127.626,1909,2137,2748
845,205936,1046.875,1108.998,1238.081,1127.626,1924,2078,2741
846,206180,1049.686,1095.703,1247.972,1127.077,1942,2019,2730
847,206424,1050.248,1079.085,1262.26,1126.527,1956,1955,2707
848,206668,1053.621,1066.898,1275.998,1128.176,1974,1896,2688
849,206912,1053.059,1055.265,1283.142,1126.527,1994,1837,2661
850,207156,1054.746,1046.956,1291.934,1127.626,2015,1776,2634
851,207400,1059.244,1039.755,1295.232,1127.626,2033,1716,2605
852,207644,1069.364,1033.661,1291.934,1127.626,2054,1663,2569
853,207888,1081.171,1028.676,1284.791,1127.626,2076,1605,2532
854,208132,1096.351,1025.906,1272.152,1127.626,2099,1549,2490
855,208376,1107.596,1023.136,1263.359,1127.626,2116,1489,2445
856,208620,1118.84,1020.921,1255.666,1128.176,2136,1434,2405
857,208864,1132.896,1018.705,1247.423,1129.275,2178,1397,2373
858,209108,1150.887,1013.719,1232.586,1128.725,2221,1374,2351
859,209352,1159.321,1011.504,1221.595,1127.077,2236,1336,2299
860,209596,1163.819,1009.288,1219.397,1127.077,2240,1306,2240
861,209840,1167.754,1005.964,1221.595,1128.176,2248,1287,2186
862,210084,1178.999,998.763,1217.199,1127.626,2262,1276,2133
863,210328,1191.93,994.331,1207.857,1127.626,2275,1268,2078
864,210572,1203.175,992.669,1197.966,1127.626,2288,1259,2023
865,210816,1208.797,994.885,1189.723,1127.077,2300,1256,1967
866,211060,1212.171,1003.748,1179.831,1128.176,2314,1261,1911
867,211304,1213.295,1014.827,1167.192,1128.176,2325,1271,1852
868,211548,1218.355,1022.582,1153.454,1127.626,2335,1283,1793
869,211792,1224.54,1026.46,1142.464,1127.626,2346,1292,1735
870,212036,1230.724,1028.122,1135.32,1127.626,2355,1307,1684
871,212280,1231.849,1029.784,1127.077,1125.978,2356,1326,1637
872,212524,1238.033,1038.647,1121.032,1128.725,2352,1347,1582
873,212768,1240.282,1044.74,1110.591,1128.176,2356,1376,1542
874,213012,1252.089,1049.172,1094.655,1128.176,2357,1408,1504
875,213256,1265.583,1049.172,1080.917,1128.176,2356,1446,1468
876,213500,1276.827,1051.942,1067.728,1128.176,2350,1493,1442
877,213744,1284.699,1054.711,1057.287,1128.176,2344,1541,1416
878,213988,1288.634,1060.251,1047.945,1128.725,2337,1594,1394
879,214232,1288.072,1069.668,1039.702,1128.725,2329,1650,1374
880,214476,1281.325,1083.516,1032.558,1128.725,2320,1714,1356
881,214720,1270.643,1098.473,1028.162,1128.725,2306,1783,1341
882,214964,1262.209,1111.214,1023.766,1128.725,2294,1849,1326
883,215208,1255.462,1121.185,1020.469,1128.725,2283,1913,1313
884,215452,1250.965,1129.494,1016.622,1128.725,2271,1972,1306
885,215696,1245.905,1139.465,1012.775,1128.725,2260,2031,1305
886,215940,1244.218,1148.328,1005.632,1128.725,2246,2091,1312
887,216184,1240.282,1162.177,994.641,1128.725,2229,2151,1324
888,216428,1238.596,1178.241,982.002,1129.275,2211,2209,1342
889,216672,1236.909,1191.536,969.363,1128.725,2194,2270,1366
890,216916,1235.784,1202.061,958.922,1128.725,2176,2330,1392
891,217160,1234.66,1209.262,951.778,1128.176,2156,2391,1420
892,217404,1230.162,1217.017,949.031,1128.176,2135,2449,1450
893,217648,1220.042,1223.111,951.778,1127.626,2116,2507,1485
894,217892,1207.111,1228.65,961.12,1128.725,2094,2565,1526
895,218136,1193.055,1230.312,971.561,1127.626,2073,2621,1568
896,218380,1179.561,1234.189,981.453,1128.176,2052,2679,1608
897,218624,1169.441,1235.851,988.596,1127.626,2032,2734,1652
898,218868,1155.385,1238.067,997.389,1126.527,1994,2772,1685
899,219112,1137.394,1243.053,1010.577,1126.527,1946,2796,1708
900,219356,1130.647,1249.7,1023.766,1130.923,1933,2821,1745
901,219600,1119.403,1245.822,1021.568,1125.428,1945,2872,1831
902,219844,1118.84,1251.362,1021.568,1127.077,1931,2885,1875
903,220088,1108.158,1257.455,1025.964,1126.527,1916,2897,1931
904,220332,1093.54,1262.441,1036.955,1127.077,1905,2908,1987
905,220576,1082.857,1264.102,1046.846,1127.626,1890,2915,2042
906,220820,1078.922,1259.117,1053.99,1127.077,1876,2917,2100
907,221064,1077.235,1252.47,1066.079,1128.176,1865,2912,2158
908,221308,1074.986,1239.729,1078.719,1127.626,1856,2905,2219
909,221552,1068.239,1233.082,1093.006,1127.626,1845,2893,2277
910,221796,1061.493,1228.096,1102.898,1127.077,1835,2882,2333
911,222040,1055.87,1226.434,1110.042,1127.077,1826,2867,2387
912,222284,1053.621,1224.218,1118.284,1128.176,1822,2846,2432
913,222528,1049.686,1219.233,1124.879,1127.626,1821,2822,2476
914,222772,1043.501,1213.693,1136.419,1127.626,1817,2790,2519
915,223016,1031.132,1207.6,1151.256,1125.978,1814,2758,2556
916,223260,1017.639,1205.384,1164.445,1125.428,1814,2717,2584
917,223504,1007.518,1205.384,1179.282,1127.077,1817,2671,2610
918,223748,999.647,1202.061,1190.272,1127.077,1818,2617,2634
919,223992,996.274,1197.075,1199.065,1127.077,1828,2564,2656
920,224236,996.274,1185.442,1206.758,1125.978,1839,2507,2678
921,224480,1003.583,1171.594,1211.704,1125.428,1848,2442,2693
922,224724,1015.952,1157.191,1217.749,1126.527,1859,2375,2707
923,224968,1022.137,1145.558,1221.595,1125.978,1871,2308,2725
924,225212,1028.883,1135.587,1224.343,1125.978,1884,2244,2737
925,225456,1035.068,1127.278,1230.388,1127.077,1895,2183,2743
926,225700,1040.69,1116.753,1233.685,1126.527,1908,2126,2743
927,225944,1044.626,1106.228,1238.081,1125.978,1929,2069,2737
928,226188,1046.312,1092.933,1250.171,1125.978,1946,2008,2728
929,226432,1049.686,1077.423,1262.26,1125.978,1962,1948,2707
930,226676,1049.686,1063.574,1274.35,1125.428,1980,1888,2686
931,226920,1050.248,1054.711,1285.89,1126.527,1997,1828,2658
932,227164,1051.373,1046.402,1291.385,1125.978,2014,1768,2628
933,227408,1056.433,1038.093,1294.133,1125.978,2035,1708,2599
934,227652,1066.553,1033.107,1291.385,1126.527,2052,1651,2562
935,227896,1080.046,1028.122,1282.043,1126.527,2076,1598,2524
936,228140,1094.102,1025.906,1269.953,1125.978,2103,1539,2484
937,228384,1106.471,1022.582,1261.711,1126.527,2126,1483,2442
938,228628,1117.716,1019.813,1254.567,1127.077,2149,1431,2404
939,228872,1131.209,1018.705,1244.126,1127.626,2188,1395,2373
940,229116,1143.578,1011.504,1229.289,1124.879,2217,1368,2344
941,229360,1154.261,1014.827,1222.694,1127.077,2227,1328,2283
942,229604,1159.321,1010.95,1221.046,1126.527,2236,1300,2231
943,229848,1166.63,1004.856,1220.496,1127.077,2250,1286,2180
944,230092,1178.437,998.209,1214.451,1126.527,2267,1274,2126
945,230336,1190.244,994.331,1206.758,1126.527,2281,1267,2072
946,230580,1199.802,993.223,1197.416,1126.527,2294,1260,2017
947,230824,1204.862,996.547,1189.173,1126.527,2307,1261,1961
948,231068,1207.111,1005.964,1178.732,1127.077,2320,1264,1906
949,231312,1209.36,1016.489,1164.445,1126.527,2332,1275,1847
950,231556,1215.544,1024.244,1151.256,1126.527,2340,1287,1789
951,231800,1220.604,1028.676,1141.914,1126.527,2347,1296,1732
952,232044,1225.102,1030.892,1133.671,1125.978,2356,1312,1680
953,232288,1231.287,1033.661,1125.978,1126.527,2363,1333,1633
954,232532,1234.098,1038.647,1118.834,1126.527,2367,1357,1588
955,232776,1239.72,1044.74,1106.195,1126.527,2370,1389,1547
956,233020,1250.402,1049.172,1091.907,1126.527,2368,1424,1507
957,233264,1262.771,1049.726,1077.62,1125.978,2365,1463,1480
958,233508,1272.329,1053.049,1066.629,1127.077,2357,1508,1449
959,233752,1280.763,1055.819,1056.188,1127.077,2353,1559,1426
960,233996,1284.136,1062.467,1047.396,1127.626,2347,1609,1400
961,234240,1279.638,1071.884,1038.054,1125.978,2336,1669,1382
962,235240,1275.703,1087.394,1033.108,1128.176,2326,1733,1365
963,236240,1263.896,1101.243,1028.162,1127.077,2315,1799,1346
964,237240,1255.462,1112.876,1024.865,1127.077,2303,1867,1335
965,238240,1250.402,1120.631,1021.568,1127.077,2293,1931,1321
966,239240,1245.905,1129.494,1017.172,1127.077,2283,1989,1316
967,240240,1241.969,1138.911,1012.775,1127.626,2269,2050,1319
968,241240,1238.596,1148.882,1006.181,1127.626,2251,2108,1324
969,242240,1235.784,1163.285,995.191,1127.626,2235,2167,1339
970,243240,1233.535,1178.241,981.453,1127.077,2219,2231,1358
971,244240,1232.973,1190.982,969.363,1127.077,2200,2286,1378
972,245240,1232.411,1200.953,960.571,1127.626,2179,2346,1407
973,246240,1230.724,1208.708,953.976,1127.077,2162,2410,1433
974,247240,1226.226,1215.909,951.229,1127.077,2144,2466,1466
975,248240,1215.544,1221.449,953.976,1126.527,2122,2522,1502
976,249240,1202.051,1225.88,964.417,1127.077,2100,2581,1539
977,250240,1186.87,1228.096,975.408,1126.527,2077,2638,1586
978,251240,1173.377,1231.42,984.2,1125.978,2052,2691,1620
979,252240,1162.132,1235.297,992.993,1126.527,2023,2744,1660
980,253240,1148.639,1235.851,1001.235,1125.428,1984,2778,1689
